provider_id,fullName,email,phoneNumber,serviceType,expertise,experienceYears,status,kycStatus,rating,totalJobsCompleted,acceptanceRate,cancellationRate,avgResponseSeconds,serviceRadiusKm,priceLevel,languages,availableSlots,createdAt,latitude,longitude,address,distance_km
7228,Ankit Tiwari,ankit.tiwari.7228@pequire.com,+91 8822184681,Plumbing,"tap fitting,water tank cleaning",5,Online,Verified,3.9,341,73,24,1584,8,budget,"Punjabi,Hindi,Bhojpuri","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-06-20T16:08:25.935839,26.428057724715718,80.28527860745088,"Govind Nagar, Kanpur",8.16
7229,Suresh Jain,suresh.jain.7229@pequire.com,+91 6281884512,Plumbing,"tap fitting,shower repair,pipe leak,sink repair",6,Busy,Pending,4.5,399,90,7,1945,23,standard,"Bhojpuri,Hindi,English","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-08-12T16:08:25.935839,26.49593731686397,80.27244453404396,"Kalyanpur, Kanpur",8.29
7230,Sameer Sharma,sameer.sharma.7230@pequire.com,+91 8258564864,Laundry,"curtain cleaning,steam iron,stain removal,bridal wear,woolens,dry clean",24,Online,Verified,3.8,4,69,27,227,8,premium,"Bhojpuri,English,Punjabi","09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-10-27T16:08:25.935839,26.46950525735866,80.31622119118158,"Swaroop Nagar, Kanpur",3.49
7231,Amit Dwivedi,amit.dwivedi.7231@pequire.com,+91 9673505980,Laundry,"steam iron,stain removal,bridal wear",18,Online,Verified,4.0,195,78,10,2724,19,premium,"Bhojpuri,Hindi","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2026-04-08T16:08:25.935839,26.45510731762583,80.36429281990765,"Cantonment, Kanpur",2.25
7232,Amit Jain,amit.jain.7232@pequire.com,+91 9137821103,Laundry,"bridal wear,curtain cleaning",19,Online,Verified,4.4,59,100,4,3060,16,premium,"Punjabi,Bhojpuri,Hindi","01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2026-01-03T16:08:25.935839,26.481727636763296,80.35276039069957,"Civil Lines, Kanpur",1.14
7233,Aman Tiwari,aman.tiwari.7233@pequire.com,+91 7487832797,Plumbing,"toilet blockage,sink repair,water tank cleaning,tap fitting",9,Online,Verified,4.8,494,67,8,2102,19,budget,"Punjabi,Hindi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-09-24T16:08:25.935839,26.47468036971805,80.32977793144352,"Swaroop Nagar, Kanpur",2.16
7234,Manoj Chauhan,manoj.chauhan.7234@pequire.com,+91 7073859197,Electrical,"fan repair,led light,refrigerator",17,Online,Verified,4.0,117,70,39,3038,13,budget,"Hindi,Bhojpuri","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-07-13T16:08:25.935839,26.409274953841688,80.32270912521777,"Kidwai Nagar, Kanpur",7.49
7235,Arjun Shukla,arjun.shukla.7235@pequire.com,+91 8164862688,Electrical,"refrigerator,led light,inverter,ac repair,fan repair,switchboard",4,Offline,Verified,4.3,303,79,3,2575,5,standard,English,"03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2026-04-10T16:08:25.935839,26.439000218925106,80.38966037403716,"Jajmau, Kanpur",5.27
7236,Manoj Agarwal,manoj.agarwal.7236@pequire.com,+91 6589721948,Plumbing,"pipe leak,tap fitting,sink repair,shower repair,toilet blockage,geyser repair",1,Offline,Verified,3.7,4,60,18,3223,15,standard,"Hindi,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-09-20T16:08:25.936342,26.491346490622735,80.33103412383659,"Swaroop Nagar, Kanpur",2.97
7237,Aman Shukla,aman.shukla.7237@pequire.com,+91 6963511597,Laundry,"curtain cleaning,bridal wear,carpet cleaning,dry clean",21,Online,Verified,4.3,248,73,6,306,7,standard,"Hindi,Punjabi,English","01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-05-30T16:08:25.936342,26.461531827459286,80.36260759002391,"Civil Lines, Kanpur",1.59
7238,Ravi Chauhan,ravi.chauhan.7238@pequire.com,+91 9712244171,Laundry,"stain removal,woolens",9,Online,Verified,4.1,155,66,9,2608,10,premium,"Hindi,English","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2026-01-13T16:08:25.936342,26.477410668311197,80.35718845470292,"Civil Lines, Kanpur",0.88
7239,Imran Khan,imran.khan.7239@pequire.com,+91 6252558519,Carpentry,"cabinet fix,bed repair,modular kitchen",9,Online,Verified,3.9,5,75,22,2405,5,standard,Punjabi,"11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-05-10T16:08:25.936342,26.413381952624274,80.33034001553982,"Naubasta, Kanpur",6.8
7240,Karan Kushwaha,karan.kushwaha.7240@pequire.com,+91 9896035578,Electrical,"wiring,fan repair,washing machine,led light,inverter",9,Online,Verified,4.3,85,84,3,3454,16,budget,"Hindi,Punjabi","09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2026-03-16T16:08:25.936342,26.4648281894664,80.35470949439278,"Civil Lines, Kanpur",0.83
7241,Arjun Tiwari,arjun.tiwari.7241@pequire.com,+91 7742251241,Carpentry,"window repair,bed repair,modular kitchen,furniture polish",11,Online,Verified,4.2,238,73,15,2630,17,budget,"Hindi,Punjabi,English","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-02-13T16:08:25.936342,26.493784603764652,80.25236677577115,"Kalyanpur, Kanpur",10.14
7242,Deepak Pandey,deepak.pandey.7242@pequire.com,+91 9440699672,Electrical,"wiring,led light,ac repair,fan repair,switchboard,washing machine",22,Online,Verified,4.0,433,83,17,3324,16,premium,"Bhojpuri,Punjabi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2026-04-16T16:08:25.936342,26.502658443176102,80.29318150366831,"Azad Nagar, Kanpur",6.73
7243,Ravi Tiwari,ravi.tiwari.7243@pequire.com,+91 7536025801,Plumbing,"toilet blockage,sink repair,water tank cleaning,pipe leak,shower repair",23,Busy,Verified,4.6,383,67,1,382,8,budget,English,"09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-11-21T16:08:25.936342,26.431002575672043,80.33304916731143,"Kidwai Nagar, Kanpur",4.86
7244,Ravi Pandey,ravi.pandey.7244@pequire.com,+91 8861177532,Electrical,"refrigerator,wiring,inverter,washing machine",11,Busy,Verified,4.1,3,85,2,2381,13,premium,English,"01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-09-07T16:08:25.936342,26.474293773318866,80.3605901389263,"Civil Lines, Kanpur",0.98
7245,Irfan Maurya,irfan.maurya.7245@pequire.com,+91 6987500500,Carpentry,"sofa repair,bed repair,door repair",20,Online,Verified,2.3,265,96,30,878,14,standard,Hindi,"03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-10-08T16:08:25.936342,26.446747676223364,80.29754800054442,"Gumti No. 5, Kanpur",6.01
7246,Sameer Sharma,sameer.sharma.7246@pequire.com,+91 6367768874,Laundry,"carpet cleaning,bridal wear,dry clean",10,Online,Verified,3.6,242,67,31,193,5,premium,"Bhojpuri,Hindi,Punjabi","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-10-22T16:08:25.936342,26.507489547335783,80.2541311698312,"Kalyanpur, Kanpur",10.45
7247,Karan Singh,karan.singh.7247@pequire.com,+91 8374190901,Laundry,"steam iron,dry clean,bridal wear,woolens",23,Online,Pending,4.0,167,78,12,2541,16,budget,"Hindi,Punjabi","09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-09-23T16:08:25.936342,26.453088594672764,80.28783909186946,"Govind Nagar, Kanpur",6.63
7248,Salman Sharma,salman.sharma.7248@pequire.com,+91 7021098029,Electrical,"wiring,refrigerator,led light,washing machine,inverter,switchboard",3,Offline,Verified,4.1,145,79,14,1390,15,premium,Bhojpuri,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-09-06T16:08:25.936342,26.41865350443933,80.28097923871246,"Barra, Kanpur",9.14
7249,Sandeep Kapoor,sandeep.kapoor.7249@pequire.com,+91 8219227708,Laundry,"steam iron,dry clean,bridal wear,carpet cleaning,curtain cleaning,stain removal",24,Online,Verified,4.7,304,93,0,2742,25,premium,"Bhojpuri,Punjabi,English","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-07-30T16:08:25.936342,26.49203555938203,80.30443350679809,"Azad Nagar, Kanpur",5.18
7250,Karan Pandey,karan.pandey.7250@pequire.com,+91 8033199813,Electrical,"fan repair,led light,refrigerator",25,Busy,Verified,3.6,35,69,32,1799,21,premium,Hindi,"11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-02-28T16:08:25.936342,26.411862247531413,80.31571617748075,"Naubasta, Kanpur",7.52
7251,Manoj Tiwari,manoj.tiwari.7251@pequire.com,+91 6193460847,Plumbing,"shower repair,sink repair,water tank cleaning,toilet blockage,tap fitting",14,Offline,Verified,3.9,411,74,5,1648,12,budget,Hindi,"03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-09-30T16:08:25.936342,26.479512443496777,80.29381478000309,"Vishnupuri, Kanpur",5.78
7252,Karan Mishra,karan.mishra.7252@pequire.com,+91 8591480342,Plumbing,"water tank cleaning,shower repair,tap fitting,pipe leak,sink repair",2,Online,Pending,4.9,41,79,10,32,25,budget,"Bhojpuri,English","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2026-01-31T16:08:25.936342,26.43122392303102,80.29846271802438,"Govind Nagar, Kanpur",6.91
7253,Amit Gupta,amit.gupta.7253@pequire.com,+91 6623691509,Plumbing,"shower repair,sink repair,tap fitting,water tank cleaning,pipe leak,geyser repair",3,Online,Verified,4.6,124,80,10,227,23,budget,"Punjabi,English,Hindi","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-05-18T16:08:25.936342,26.502194816212146,80.2932513973107,"Vishnupuri, Kanpur",6.7
7254,Pradeep Jain,pradeep.jain.7254@pequire.com,+91 9357554868,Laundry,"steam iron,stain removal",25,Online,Verified,4.7,428,64,2,2461,5,premium,"Hindi,Punjabi,English","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-05-05T16:08:25.936342,26.489681149142626,80.25247402010162,"Kalyanpur, Kanpur",10.03
7255,Sanjay Singh,sanjay.singh.7255@pequire.com,+91 8595620334,Carpentry,"window repair,bed repair,sofa repair,door repair,furniture polish",3,Offline,Verified,4.8,398,100,9,1474,8,budget,"Punjabi,English","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-11-03T16:08:25.936342,26.461640285215186,80.33913987832553,"Civil Lines, Kanpur",1.63
7256,Rahul Kapoor,rahul.kapoor.7256@pequire.com,+91 6967254402,Laundry,"curtain cleaning,woolens,bridal wear,carpet cleaning",17,Online,Verified,4.4,334,70,9,724,7,premium,"Hindi,Bhojpuri,Punjabi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-07-12T16:08:25.936342,26.42862978731994,80.39052703733779,"Jajmau, Kanpur",6.18
7257,Ankit Sharma,ankit.sharma.7257@pequire.com,+91 8590316329,Electrical,"refrigerator,washing machine,inverter,led light,wiring",18,Online,Verified,4.7,244,64,12,1375,22,premium,"English,Punjabi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2026-02-10T16:08:25.936342,26.45452828036837,80.28970527203266,"Govind Nagar, Kanpur",6.41
7258,Ankit Rathore,ankit.rathore.7258@pequire.com,+91 7012631856,Plumbing,"pipe leak,tap fitting,sink repair,toilet blockage",23,Online,Verified,4.2,105,60,7,2136,20,premium,English,"03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-04-25T16:08:25.936342,26.425045687392473,80.40922167765518,"Jajmau, Kanpur",7.76
7259,Rajesh Shukla,rajesh.shukla.7259@pequire.com,+91 6678722333,Laundry,"curtain cleaning,dry clean,carpet cleaning,woolens",25,Online,Verified,4.2,441,77,13,2270,14,premium,"Bhojpuri,Punjabi,English","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-07-24T16:08:25.936342,26.504213746392477,80.27061552280026,"Kalyanpur, Kanpur",8.8
7260,Sunil Saini,sunil.saini.7260@pequire.com,+91 8918189616,Plumbing,"sink repair,tap fitting,shower repair",5,Offline,Verified,4.7,480,86,15,1218,19,standard,Bhojpuri,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-08-25T16:08:25.936342,26.45804080453299,80.34230953248868,"Civil Lines, Kanpur",1.75
7261,Ravi Khan,ravi.khan.7261@pequire.com,+91 9484694933,Plumbing,"water tank cleaning,sink repair,shower repair,pipe leak,toilet blockage",3,Offline,Verified,4.7,1,69,10,942,7,premium,Punjabi,"09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-08-18T16:08:25.936342,26.477291190076333,80.3361949988539,"Civil Lines, Kanpur",1.62
7262,Sameer Tiwari,sameer.tiwari.7262@pequire.com,+91 9633790142,Laundry,"dry clean,bridal wear,woolens,stain removal",6,Offline,Verified,3.6,443,68,24,1850,6,budget,"English,Hindi,Punjabi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-08-10T16:08:25.936342,26.479636765935552,80.34514094769018,"Civil Lines, Kanpur",1.08
7263,Jitendra Tiwari,jitendra.tiwari.7263@pequire.com,+91 6337021983,Electrical,"ac repair,refrigerator,inverter,fan repair,washing machine",15,Online,Verified,4.0,111,96,1,2204,6,budget,Bhojpuri,"09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-11-20T16:08:25.936342,26.50244310730697,80.29612149429809,"Azad Nagar, Kanpur",6.47
7264,Sumit Sharma,sumit.sharma.7264@pequire.com,+91 6820204205,Carpentry,"door repair,sofa repair",11,Online,Verified,4.9,288,77,5,719,22,premium,"Punjabi,English,Bhojpuri","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-06-19T16:08:25.936342,26.447398445584582,80.31236387090715,"Gumti No. 5, Kanpur",4.71
7265,Salman Agarwal,salman.agarwal.7265@pequire.com,+91 8950591705,Laundry,"stain removal,dry clean,woolens,carpet cleaning,curtain cleaning,steam iron",24,Offline,Pending,4.9,237,90,3,1693,13,premium,"Bhojpuri,English","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-08-10T16:08:25.936342,26.472819868551998,80.2985107889438,"Gumti No. 5, Kanpur",5.25
7266,Rahul Sharma,rahul.sharma.7266@pequire.com,+91 8745428294,Carpentry,"lock fix,modular kitchen,furniture polish,door repair,cabinet fix",15,Online,Verified,3.6,228,85,21,1915,18,budget,Punjabi,"03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-06-20T16:08:25.936342,26.480831673690826,80.22624022424971,"Panki, Kanpur",12.48
7267,Rahul Tiwari,rahul.tiwari.7267@pequire.com,+91 6441936275,Laundry,"stain removal,bridal wear,carpet cleaning",12,Online,Pending,3.9,167,85,31,3282,15,budget,"Hindi,Punjabi,Bhojpuri","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-07-17T16:08:25.936342,26.426531413053965,80.2898176661759,"Govind Nagar, Kanpur",7.9
7268,Rohan Tiwari,rohan.tiwari.7268@pequire.com,+91 8378673700,Carpentry,"sofa repair,modular kitchen,cabinet fix,bed repair",15,Offline,Verified,3.9,0,82,34,2448,24,standard,"Hindi,Punjabi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-10-27T16:08:25.936342,26.619549620976706,80.27137915004818,"Bithoor, Kanpur",18.27
7269,Karan Pandey,karan.pandey.7269@pequire.com,+91 9091476036,Laundry,"stain removal,carpet cleaning,dry clean",4,Online,Verified,3.9,1,77,24,1030,22,standard,"Punjabi,Hindi,English","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-05-31T16:08:25.936342,26.490108586635525,80.291995757749,"Kakadeo, Kanpur",6.24
7270,Sandeep Sharma,sandeep.sharma.7270@pequire.com,+91 7521924971,Plumbing,"pipe leak,water tank cleaning,geyser repair,sink repair",11,Online,Pending,4.8,139,64,7,2614,23,standard,Punjabi,"05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2026-03-14T16:08:25.936342,26.459219111264076,80.31889395506415,"Gumti No. 5, Kanpur",3.5
7271,Rohan Gupta,rohan.gupta.7271@pequire.com,+91 6956128801,Plumbing,"geyser repair,pipe leak",21,Online,Verified,4.7,337,89,5,954,5,premium,"English,Hindi","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-06-22T16:08:25.936342,26.506030175163055,80.25113433517012,"Kalyanpur, Kanpur",10.67
7272,Sandeep Agarwal,sandeep.agarwal.7272@pequire.com,+91 7468145593,Carpentry,"lock fix,sofa repair,modular kitchen",25,Online,Verified,4.2,29,90,10,1162,7,budget,"Punjabi,Hindi","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2025-06-05T16:08:25.936342,26.49747959554913,80.27512316099967,"Azad Nagar, Kanpur",8.1
7273,Sandeep Singh,sandeep.singh.7273@pequire.com,+91 6723993596,Electrical,"led light,wiring,refrigerator,fan repair",3,Online,Pending,4.0,178,87,24,1328,8,standard,"English,Punjabi,Hindi","09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-05-21T16:08:25.936342,26.446506030280496,80.31467804611451,"Gumti No. 5, Kanpur",4.58
7274,Rajesh Khan,rajesh.khan.7274@pequire.com,+91 9284837687,Electrical,"refrigerator,ac repair",5,Online,Verified,2.9,91,76,14,2333,15,premium,"Bhojpuri,Hindi,Punjabi","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2026-02-12T16:08:25.936342,26.476455738155174,80.33413907475871,"Swaroop Nagar, Kanpur",1.78
7275,Salman Kushwaha,salman.kushwaha.7275@pequire.com,+91 6043540820,Carpentry,"furniture polish,window repair,door repair,sofa repair",4,Busy,Verified,4.9,452,99,4,2257,20,standard,"Bhojpuri,Punjabi,Hindi","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-08-08T16:08:25.936342,26.457376730657067,80.35811707877309,"Civil Lines, Kanpur",1.72
7276,Sanjay Kushwaha,sanjay.kushwaha.7276@pequire.com,+91 6931624506,Plumbing,"shower repair,tap fitting,pipe leak,geyser repair",21,Online,Verified,4.1,127,97,9,1461,10,standard,Hindi,"03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-09-19T16:08:25.936342,26.470693873933964,80.29707734712609,"Kakadeo, Kanpur",5.39
7277,Pradeep Sharma,pradeep.sharma.7277@pequire.com,+91 8842356202,Plumbing,"sink repair,water tank cleaning,tap fitting",10,Online,Verified,1.5,88,67,22,1451,20,premium,Hindi,"05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-06-11T16:08:25.936342,26.385214375829964,80.31825143565682,"Naubasta, Kanpur",10.15
7278,Salman Kushwaha,salman.kushwaha.7278@pequire.com,+91 7922419580,Carpentry,"furniture polish,door repair",13,Busy,Verified,4.0,129,99,35,1851,12,standard,English,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-01-27T16:08:25.936342,26.455887930381405,80.36113610349048,"Cantonment, Kanpur",2.01
7279,Sumit Gupta,sumit.gupta.7279@pequire.com,+91 9411698329,Electrical,"fan repair,inverter,washing machine",24,Busy,Verified,4.2,499,81,3,1709,21,standard,"Bhojpuri,Punjabi,Hindi","03:00 PM - 05:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-01-07T16:08:25.936342,26.50657744082125,80.26133646359716,"Kalyanpur, Kanpur",9.75
7280,Irfan Jain,irfan.jain.7280@pequire.com,+91 9840777339,Electrical,"inverter,led light,fan repair,washing machine",19,Online,Verified,3.7,5,85,5,2557,9,premium,"English,Punjabi,Bhojpuri","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2026-01-21T16:08:25.936342,26.466483536924606,80.22507294839403,"Panki, Kanpur",12.57
7281,Rahul Ahmad,rahul.ahmad.7281@pequire.com,+91 9276048830,Carpentry,"furniture polish,sofa repair",10,Busy,Verified,4.5,176,81,1,194,11,budget,"English,Bhojpuri","05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2025-07-16T16:08:25.936342,26.481865768946083,80.28895512267752,"Azad Nagar, Kanpur",6.3
7282,Imran Yadav,imran.yadav.7282@pequire.com,+91 9440273147,Carpentry,"cabinet fix,furniture polish",13,Online,Verified,3.9,75,79,31,2191,19,standard,Hindi,"05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2026-03-07T16:08:25.936342,26.44809883494728,80.37968590934098,"Cantonment, Kanpur",3.86
7283,Amit Verma,amit.verma.7283@pequire.com,+91 9245744385,Electrical,"washing machine,led light,wiring,inverter,ac repair",5,Offline,Verified,4.6,21,64,12,3289,16,premium,Punjabi,"01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-11-01T16:08:25.936342,26.46745000506159,80.32321274295768,"Swaroop Nagar, Kanpur",2.82
7284,Rahul Maurya,rahul.maurya.7284@pequire.com,+91 9091137578,Laundry,"curtain cleaning,steam iron,stain removal,bridal wear",6,Online,Pending,3.6,338,73,3,803,25,premium,"English,Bhojpuri,Hindi","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2025-12-30T16:08:25.936342,26.494438228777675,80.27789607484891,"Kakadeo, Kanpur",7.73
7285,Manish Khan,manish.khan.7285@pequire.com,+91 9250175815,Electrical,"washing machine,inverter,refrigerator,wiring",11,Online,Verified,4.3,2,83,2,3133,14,premium,"English,Bhojpuri,Punjabi","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2026-01-15T16:08:25.936342,26.48532618459531,80.29673837559561,"Kakadeo, Kanpur",5.63
7286,Arjun Shukla,arjun.shukla.7286@pequire.com,+91 9227435065,Electrical,"ac repair,refrigerator,wiring,led light,switchboard",10,Online,Verified,4.0,470,86,28,1330,11,budget,Bhojpuri,"05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-09-29T16:08:25.936342,26.418851449563558,80.29421261689504,"Barra, Kanpur",8.16
7287,Manish Tiwari,manish.tiwari.7287@pequire.com,+91 8019094449,Electrical,"fan repair,ac repair,switchboard,led light,inverter,refrigerator",16,Online,Verified,4.8,96,92,0,3072,5,budget,"English,Punjabi,Bhojpuri","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2026-02-27T16:08:25.936342,26.465700360952773,80.237743163064,"Panki, Kanpur",11.31
7288,Vishal Chauhan,vishal.chauhan.7288@pequire.com,+91 9557406090,Laundry,"curtain cleaning,stain removal,woolens,carpet cleaning,bridal wear",16,Online,Verified,4.0,0,69,25,1567,6,budget,"Bhojpuri,Punjabi,English","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-04-30T16:08:25.936342,26.47829929575838,80.292483227704,"Kakadeo, Kanpur",5.89
7289,Shakeel Pandey,shakeel.pandey.7289@pequire.com,+91 8033032304,Carpentry,"door repair,lock fix,cabinet fix,furniture polish,sofa repair,window repair",7,Online,Verified,4.1,67,86,2,3055,5,premium,English,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-12-15T16:08:25.936342,26.41083692257474,80.28574581641311,"Barra, Kanpur",9.39
7290,Sunil Ahmad,sunil.ahmad.7290@pequire.com,+91 7127466524,Carpentry,"door repair,lock fix",17,Offline,Pending,3.6,1,100,4,874,23,premium,English,"05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM",2025-08-11T16:08:25.936342,26.416989640489316,80.29978240257377,"Barra, Kanpur",7.94
7291,Sunil Ahmad,sunil.ahmad.7291@pequire.com,+91 8650519969,Laundry,"stain removal,dry clean",8,Online,Verified,5.0,31,76,8,1335,20,standard,"Bhojpuri,Hindi","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-11-11T16:08:25.936342,26.479121304154045,80.34068628081809,"Civil Lines, Kanpur",1.34
7292,Arjun Saini,arjun.saini.7292@pequire.com,+91 7036152356,Electrical,"led light,wiring,inverter,ac repair,washing machine,refrigerator",1,Online,Verified,3.8,78,72,1,2701,20,standard,"Punjabi,Hindi,English","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-12-13T16:08:25.936342,26.497345668370684,80.2721808134566,"Kalyanpur, Kanpur",8.37
7293,Arjun Ahmad,arjun.ahmad.7293@pequire.com,+91 7369153735,Plumbing,"pipe leak,tap fitting,toilet blockage,sink repair,shower repair,water tank cleaning",9,Online,Verified,3.8,357,96,29,1613,16,premium,"Bhojpuri,English,Hindi","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2026-04-04T16:08:25.936342,26.476744604013057,80.2534265877022,"Panki, Kanpur",9.75
